Text	Category
GPM 500 SUPER ATIVADO 5 LT CX 4X1	matlimpeza
SABAO BR TUPI TRADIC. 50X200GR	matlimpeza
BIOBAC 500 WC - FUNGICIDA	matlimpeza
LYSOFORM SPRAY FRESH 300 ML	matlimpeza
ESCOVA DE ROUPA VALLE 1X12 UN	matlimpeza
AMACIANTE NANO SOFT AMOR 6X2L	matlimpeza
ALVEJANTE Q.BOA LAVANDA UND 1 X 1 1L	matlimpeza
DESENFETANTE 2LT	matlimpeza
INSET AERO SBP MULTI 6X300ML R2457	matlimpeza
DESINF VALOR CITRUS 6X2LTS R022	matlimpeza
OMO MULT C/TOQ DE COMF ORIG 12X1L	matlimpeza
LAVA ROUPAS PO TIXAN YPE FLORES E CORES CART 24X500G	matlimpeza
4602773 ST LIMPA TENIS	matlimpeza
MULT NOX 02X05 LITROS	matlimpeza
AMACIANTE URCA 500ML 1X1 AMAR	matlimpeza
LP VMU FLOR SQZ750ML	matlimpeza
INSETICIDA AEROSOL 400ML CUPIM STRA	matlimpeza
KELLMAT RATICIDA DISPLAY 40X25GR	matlimpeza
SODA CAUSTICA BRADOC 300G	matlimpeza
1711113 ST DIFUSOR CANELA	matlimpeza
ALKLIN REFIL PARA MOP TIRAS ALGODAO CX/12	matlimpeza
AMAC.ROUPA YPE ETERNO CXA 1 X 6 2L	matlimpeza
FOFO AMAC LAVANDA 6X2LT	matlimpeza
PURIF GLADE 012ML AP LEMB INFANCIA(E)	matlimpeza
Difusor Varetas Acquaroma Dia a Dia 100ml Cedro	matlimpeza
DESINF.PINHO TROP FRESC.MAR 500ML CX0012UN	matlimpeza
LAVA ROUPAS PO INOVE SACHE 24X500GR	matlimpeza
DET LIQ YPE 500ML CLEAR CARE	matlimpeza
AMAC MINUANO 2L ALGOD ORQU (6 UN)	matlimpeza
AMAC MON BIJOU 2LI PFAC BABY BCO	matlimpeza
RODO ABSORV MINI 18CM C/CABO MRD1810 DIS	matlimpeza
ALL BRIGHT LAVA AUTO-L5-25.8-CX C/12 UN-PRODUTO NAO PERIGOSO-ONU N.A	matlimpeza
PULVERIZADOR P/ROUPA NEVOA LR 500ML	matlimpeza
AGUA PERFUMADA PARA PASSAR ROUPA ALECRIM 1000ML	matlimpeza
SACO DE LIXO 100LTS RF1 L	matlimpeza
RODO 30CMSILICONE C/VERNIZ CABO	matlimpeza
DESINFETANTE MINUANO HERBAL 24x500 ML	matlimpeza
MONACO 292-SHAMPOO 25 LT	matlimpeza
ALV BRILHANTE UTILO FLORAL 6X2LT	matlimpeza
ESCOVA P MAMAD E BICO 1180 . UN-0001-UN	matlimpeza
SILICONE FREE WAY 100ML	matlimpeza
REPELEX AERO 200ML	matlimpeza
1915835 ST DIFUSOR LAVANDA	matlimpeza
DOWFROST C/ INIBIDOR	matlimpeza
DESINF. DI CAMPO 5L LAVANDA	matlimpeza
ESPONJA ANTIADERENTE ZUPP SPONGE (10X01 UN)	matlimpeza
1714945 ST DIFUSOR BAMBU	matlimpeza
LIMPA PNEUS GEL 500G	matlimpeza
CLORO RIO 1% GALAO 5LT (HIPOCLORITO DE SODIO)-RIOQUIMICA	matlimpeza
P.ASA.RODINHO DE PIA PLAST	matlimpeza
PÁ P/ LIXO PEQUENA 24X1	matlimpeza
"Amaciante Concentrado Carrefour Bebê 500ml ""Encanto Azul"""	matlimpeza
Aromatizante de Ambientes Trussardi CasaMadeira 200mL	matlimpeza
DIFUSOR DE AROMAS ROMA E MACA DO AMOR VERDE VIVO 230ML	matlimpeza
AMAC YPE 2LT CARINHO AM	matlimpeza
AROMAT. CARRO NOVO/CX 4X5LTS	matlimpeza
ESPON. LIMPEZA MINANCORA C30	matlimpeza
VASS VARRE BEM (PLAST C/ CAPA)	matlimpeza
AGUA SANITARIA USELIMP 12X1LT	matlimpeza
OUT REP FAMILIA 100ML	matlimpeza
Rodo Plastico s/ cabo 55cm Azul	matlimpeza
DET.PO TIXAN MACIEZ CXT UND 1 X 1 1KG	matlimpeza
| SACO DE LIXO 60 LTS AZUL BRASLIXO	matlimpeza
SURF DT PO HORTENCIAS E F BCA 16X1KG	matlimpeza
TERMIDOR DUO 250 ML	matlimpeza
LIMP VEJA M USO MACA VERDE 500 ML CX/0024	matlimpeza
VASSOURA INCAVAS PLASTICAVA C/CABO CX/0012	matlimpeza
INSPIRA GEL ADESIVO LAVANDA**	matlimpeza
Escova NUK de Lavar Mamadeira 2 em 1 | Lotes: 338864| GTIN: 4008600149095 | FCI: F682B3D5-6025-4A8A-88D2-70DCFC5FF879	matlimpeza
Difusor Varetas Acquaroma Dia a Dia 200ml Alecrim	matlimpeza
FLANELA 40X60 BRANCA	matlimpeza
SACO LIXO LIXOPACK PT 10X25X100LT FD0010PT	matlimpeza
VASSOURA LIMPA TETO NYLON C/ GD PREMIO	matlimpeza
AMACIANTE MINUANO LILAS 2L	matlimpeza
DESINF KALIPTO 2L HERBAL VERDE CLARO	matlimpeza
ÁGUA SANITÁRIA Q BOA TRADICIONAL 03X5000ML	matlimpeza
LIMP YPE 500ML M USO TIRA MANCHAS	matlimpeza
Unidade Sache Perfumado Acquaroma Dia a Dia 10g Lavanda	matlimpeza
EVITA MOFO 200G LAVANDA SANOL	matlimpeza
LIMPADOR PERFUMADO FLORAL CX 12 X 500 ML	matlimpeza
DETERG PO MINUANO 500G	matlimpeza
VASS LIMPA TETO S/ CABO	matlimpeza
INSETICIDA MAX CID SC FIPRONIL 50ML (12X50ML)	matlimpeza
SULFATO DE ALUMINIO GRANULADO	matlimpeza
VASSOURA ODIM T-PIACAVA C/CAB.12X1 394 *	matlimpeza
| AGUA SANITARIA 5L BIANCA	matlimpeza
Tira Cheiro Limaozinho	matlimpeza
FACIGOL 30 VERMELHO 200LT - BOQ - C-VAS	matlimpeza
AIR MIX REFIL AROMATIZANTE PREMISSE 160GR/250ML CAIXA COM 6 UNIDADES	matlimpeza
SACHE ODORIZANTE GREENLEAF SMALL/PQ LAVENDER	matlimpeza
AMAC BABY SOFT 2LI MYSTIC SALMAO/TQ TERNURA	matlimpeza
PLAXMATIC 1 - BC	matlimpeza
DET PO INVICTO 5KG SACO	matlimpeza
SACO P/LIXO LIXOPACK PTO REFO 100LT 25UN FD/0010/UN	matlimpeza
FORT INP	matlimpeza
ODORIZ.PURO AR 360ML CAPIM LIMAO	matlimpeza
SABAO EM BARRA MINUANO GLICERINADO 200GR	matlimpeza
AROMATIZADOR DE AMBIENTE PITANGA 80 ML	matlimpeza
Jard. Inseticida Inseticon Sache 25gr	matlimpeza
INCENSOS IND. TRAD. DIV.	matlimpeza
TIRA MANCHA TECIDO 50ML ZAP	matlimpeza
ESFREGAO C/24 (1 CX)	matlimpeza
SACHE PERFUMADO/CEREJA -	matlimpeza
OMO T COMF ENER 1.8K	matlimpeza
AMAC FOFIX LAVANDA AZUL 6X2LT	matlimpeza
POLIDOR PMETAIS CR 200ML BOMBRIL	matlimpeza
VASSOURA PIAÇAVA ORIGINAL	matlimpeza
DETERG PO ASSIM 500G FLASH (24 UN)	matlimpeza
ROLO MULTIUSO COM PICOTE 40G SUPERPRO BETTANIN	matlimpeza
COMFORT AMAC CONC ORIGINAL DOYP 12X1LT	matlimpeza
GLADE SENSCAR MCAMPO 8G JOHNSON	matlimpeza
FG3105 - AROMATIZANTE DE AMBIENTE SPRAY - 100 ML	matlimpeza
DET PO OMO 500GR TQ COMF CLASSIC	matlimpeza
*VASSOURA PROEZA STREET C/C 12X1 VS18	matlimpeza
RODO GALVANIZADO ROSCA METAL 40 CM	matlimpeza
VASSOURA CABECA OVAL C/ SUPORTE RB 80147-09	matlimpeza
LIMP VEJA M USO L600 P500 CX/0024	matlimpeza
LIMPA PEDRA 5LTS - ZAZ	matlimpeza
INSET SBP REFIL 12H LV12PG10 TRAD	matlimpeza
ALECRIM DIFUSOR DE ESSENCIA 200 ML	matlimpeza
AGUA SANITARIA ZUPP UND 1 X 1 1L	matlimpeza
Aromatizante 240 ml Brisa do Mar	matlimpeza
SACHE PERFUMADO CEREJA	matlimpeza
RODO 40 CM GALVANIZADO	matlimpeza
Aromatizante de Ambiente 30 ml no. 219	matlimpeza
SIEGE 30 GR	matlimpeza
ALVEJ VANISH 500ML REFIL WHITE	matlimpeza
DET. PO MINUANO PODER DA NAT. ACAO PROFUNDA ALOE VERA 500G	matlimpeza
DIFUSOR DE AROMA - VANILLA CAIXA COM 6 UNIDADES	matlimpeza
LIMP AZULIM POWER PORCELANATO 750ML LAVANDA	matlimpeza
DESENTUPIDOR W.C	matlimpeza
| SACO DE LIXO 100 LTS LEITOSO BRASLIXO	matlimpeza
Fibra p/limpeza 102x260mm(limpeza leve/bco.) BETTANIN 9504	matlimpeza
VASS PIACAVA ORIGINAL	matlimpeza
SACHE PERFUMADO ALCHEMIA CASA:20g:lavanda	matlimpeza
0372986 ST MOP LIMPEZA GERAL	matlimpeza
EVITA MOFO 100G LAVANDA SANOL	matlimpeza
ALLGEL ANTI-SEPTICO 70o INPM 12X500GR	matlimpeza
RODO PLASTICO 30 BORR COLORIDO	matlimpeza
INSET MORTEIN RODOX 021GR ISCA C/6 M BARATAS(E)	matlimpeza
VASS ESFREGAO PLUG (PLAST E C/ CAPA)	matlimpeza
VASSOURA LISA/CARPETE	matlimpeza
Essencia Concentrada Acquaroma Dia a Dia 20ml Topazio	matlimpeza
Perfume para Ambientes Acquaroma Dia a Dia 60ml Turquesa	matlimpeza
SACHET ENVELOPE CASCAS & FOLHAS 90 GR	matlimpeza
AGUA PERF. PARA PASSAR ROUPA ALECRIM 1000ML	matlimpeza
SABAO PASTA DIPOL 500GR LIMAO PT	matlimpeza
LIMPADOR CDDVD COMPACT NEWNESS	matlimpeza
VASSOURA FLORENCA	matlimpeza
AMAC YPE 2LI INTENSO AZUL	matlimpeza
AMAC.ROUP.CONC.DOWNY 500ML LIRIOS CAMPO- 545899	matlimpeza
SPLASH SH PLUS 1 40 20 LTS	matlimpeza
G-FOOD 117 DESINFETANTE4X5 LTS PLUS	matlimpeza
DESINFETANTE MINUANOEUCALIPTO2 LTS.	matlimpeza
AGUA SANITARIA ZAZ 5L	matlimpeza
GLADE SENSGLASS TMACIEZ 8G APJOH	matlimpeza
DESOCAL FOAM	matlimpeza
FOFO CONCENTRADO TRADICIONAL 6X1.9L	matlimpeza
PERFUME PROUPA 300ML PUREZA BOMBRI	matlimpeza
AGUA PARA AMBIENTE LAVANDA INGLESA 230ML	matlimpeza
SACO P/ LIXO 20LTS FRD 100X1 BC	matlimpeza
MAXIMO LIMP. PESADA/REMOV. DE CERAS 3X5L	matlimpeza
SACO P/LIXO PROEZA 30LT 25X10X1 PRETO	matlimpeza
ESPONJA SCOTCH BRITE 3M LV PG- 60X3 CX0060UN	matlimpeza
Pedra Sany Mista 35g Cx96un	matlimpeza
9554718 ST JG BANHEIR 3 PCS OLIV	matlimpeza
ESCOVA DE LIMPEZA C/ 2*	matlimpeza
REMOVEDOR PERFECTO / REMOVEX 12X1 L	matlimpeza
REPEL REPELEX KIDS LC 150ML	matlimpeza
PURIF.NO AR AER.RETRO 360ML UN0001UN	matlimpeza
ULTRA FRESH MULTIUSO 360ML BAUNILHA	matlimpeza
SACO LIXO BRASILEIRO PTO 50L PC/25X5	matlimpeza
LIMP CIF CREMOSO 500ML ORIGINAL	matlimpeza
KIT OLEO ODORIZANTE GREENLEAF POMEGRANATE COM 8 PALITOS DIFU	matlimpeza
REPEL REPELEX FAMILY LOCAO 200ML	matlimpeza
INSETICIDA CUPIM 300ML FORT BOMBRIL	matlimpeza
MULTIUSO PURO 360ML NEUTRALIZADOR	matlimpeza
SACO P/ LIXO BOMLIXO 30 LT 1X1 AZUL	matlimpeza
LIMPA PARA-BRISA 100ML	matlimpeza
SOLUCAO ACIDA 1LT LIMPEZA PEZADA	matlimpeza
DESINFETANTE MINUANOLAVANDA 2 LTS.	matlimpeza
SABAO PO ARIEL 1KG 01X1 7 SOL (20 UND)	matlimpeza
CLORITO DE SODIO P.A. 250 G	matlimpeza
HTH PURIFICARCLORO CONCENTRADO (BALDE 10KG) UN2880,II,HIPOCLORITO DE CALCIO HIDRATADO,5.1.	matlimpeza
VASSOURA GARI 30 PLAST NYLON ONDULADO	matlimpeza
VIDREX LIQ PULVER	matlimpeza
INCENSO PATCHOULI REFIL	matlimpeza
RODO DE PLÁSTICO 40 CM	matlimpeza
AMBIENTE 200ML - VERBENA LOTE: 982	matlimpeza
SACO P/LIXO LIXOPLAS AZUL 100LT 5UND FD/0025/UN	matlimpeza
LAVA ROUPA LIQUIDO ARIEL 1L 01X1 TRAD	matlimpeza
PURIF BOM AR AERO CEDRO E LARANJA 360ML UN/0001	matlimpeza
RODO ABSORVENTE(MOP) 27,0 C/CABO ECCOFER	matlimpeza
BRILHA ALUM.ALUMIL VD 500ML CX0024UN	matlimpeza
DETERGENTE B-160 CLORADO 5 L	matlimpeza
MOP PO ALGODAO 60CM. REFIL PSOMENTE CONJUNTO MOP PO NOBRE NOBRE	matlimpeza
Difusor Varetas Acquaroma Dia a Dia 200ml Brisa	matlimpeza
REP.INS REPELEX SUPER HDR200M	matlimpeza
BASTAO H PLUS C/SUP JASMIM 35GX36UN	matlimpeza
BIG BÃO SANIT. P/ USO GERAL	matlimpeza
DESINF.YPE TRADICAO 12X500ML CX0012UN	matlimpeza
LIMPADOR PERFUMADO MINUANO FLOR DE LAVANDA 24X500	matlimpeza
SIP SULFATO ALUMINIO ISENTO PO	matlimpeza
AGUA SANITARIA QBOA 5LT CX/0003/UN	matlimpeza
LAVA ROUPAS PO (CT) OMO 2KG M.ACAO	matlimpeza
Perfume para Ambientes Acquaroma Dia a Dia 200ml Provence	matlimpeza
ESSENCIA CAMPESTRE 24x1 100ml	matlimpeza
AGUA SANITARIA Q BOA 12X1L	matlimpeza
ESCOVA DE BANHEIRO CX240	matlimpeza
SACO PARA LIXO 40 LTS 0,08 PRETO	matlimpeza
Sache Perfumado Acquaroma Dia a Dia 10g Caixa com 30und Provence	matlimpeza
AMAC MON BIJOU 2LI PFAC MAGIA AMAR	matlimpeza
099.11.10.001 MASTER GEL HS 10X4 - 40X1	matlimpeza
FLANELA DE LIMP.TEXTIL BCA 40X60 DZ0012UN	matlimpeza
MOSQUICIDA IMIDACLOPRID IMBATIVEL 1L (12X1L)	matlimpeza
DEF. ANANDA DIV. AV	matlimpeza
GEL SANITARIO Q-ODOR MISTO 48X7G	matlimpeza
LE70 Lauril Eter Sulfato de Sodio 70% I - BB 170 kg (ONU-NA)	matlimpeza
(1272)Rodo Novica Vai e Vem P (cabo)1x12	matlimpeza
REPELEX KIDS GEL 133ML	matlimpeza
TERRA MADRE REFIL DIFUSOR 250 ML	matlimpeza
LIMPEZA/ALMOXARIFADO/RIVAL/VEJA MULTI-USO//	matlimpeza
TOP LINE SPRAY - FR 400 ML	matlimpeza
ALVEJANTE VANISH PO INTELIGENTE 450GR UN/0001	matlimpeza
Polidor de aluminio e inox 500ml c/12	matlimpeza
BOLFO 1 KG	matlimpeza
FLANELA LIMPEZA CASA COPA 30X60CM	matlimpeza
SPRAY DE AMBIENTE ESSENTIALS 115 ML	matlimpeza
SABAO BARRA GEO 5X200GR 1X1 NEUTRO (10 UND)	matlimpeza
PR PATO POW 250ML GT	matlimpeza
(456) Esfrebom Nao Risca 1x60	matlimpeza
RODO 50 CM SILICONE	matlimpeza
EVITA MOFO 200G LAVANDA MAXI PICK	matlimpeza
BIODET (Detergente Concentrado) BB 5 L	matlimpeza
SEMORIN TIRA FERRUGEM ROUPA UND 1 X 1 50ML	matlimpeza
DT PO OMO M.ACAO 1KG	matlimpeza
HIPOCLORITO DE SODIO ZAZ 10/12 - 5LTS	matlimpeza
MR MUSCULO SAPONACEO CR LAV 200ML 649872	matlimpeza
AMACIANTE YPE INTENSO FRASCO 6X2000ML	matlimpeza
SACO LIXO 15L 100SC ROLO EMBALICA	matlimpeza
VASSOURA PIACAVA ANG.LIMPAMAISC/C	matlimpeza
TESTER FRAG DIFFUSER SERENITA 120ML	matlimpeza
MAX PLUS 5 LTS - ZAZ	matlimpeza
2531-BLOCO SANIT RENOVAR PINHO RF 35	matlimpeza
Rodo de espuma 38cm.(refil p/rodo de espuma c/espremedor duplo) NOBRE MAGICO	matlimpeza
VERBENA 200 ML	matlimpeza
Outras Escovas Pano	matlimpeza
ALECRIM SACHET ENVELOPE 90 GR	matlimpeza
ESSENCIA EUCALIPTO FR 100ML X12	matlimpeza
FLANELA LIMPEZA COPALIMPA 40X60CM BRANCA	matlimpeza
DET LIQ MINUANO 500ML MARINE	matlimpeza
AM COMF OL.ES E 1.9L	matlimpeza
ESSENCIA PARA DIFUSOR PROVENCE 210 ML	matlimpeza
SACO P/LIXO LIXOPLAS PRETO 15LT 20UND FD/0025/UN	matlimpeza
LIMP DESTAC 1,5LI DILUIV LAVANDA	matlimpeza
AROMATIZANTE HERBAL INSTITUCIONAL 5LT	matlimpeza
PURIF BOM AR 360ML CH DE LIMPEZA(E)	matlimpeza
PANO DE PRATO SEMANINHA B	matlimpeza
PALHA DE ACO BRILLO GROSSA C/20 25G N 02	matlimpeza
XX SACO P/LIXO 40 LTS PRETO C/100	matlimpeza
VIM CLORO ADITIVADO CITRUS 12X750ML	matlimpeza
LAURIL ETER 27%	matlimpeza
Perfume p/ Ambientes Acquaroma 500ml Orvalho	matlimpeza
MULT USO AZULIM CAMP 500ML CX/12	matlimpeza
OLEO ESSENCIAL ZUPP LAVANDA (CX 12 X120ML)	matlimpeza
SAPONACEO CREMOSO ECON. U.CLASS LIMAO 12	matlimpeza
SABAO PO TIXAN MACIEZ 500G CX/0024/UN	matlimpeza
VASSOURA GARI CERDA RIGIDA S/CABO R.9007	matlimpeza
| REMOVEDOR REMOVEX PERFECTO 5 LTS CRIVALI	matlimpeza
Essencia de Lima-Limao Concentrada 200ml Ubon - Lote: E006/14	matlimpeza
SACO P/ LIXO PATO LIMPO 30LT PRETO	matlimpeza
INSPIRA EVITA MOFO FLORAL 230GR	matlimpeza
02.01 - ACESSORIOS BANHEIRO HB25 - ESCOVA PARA SANITARIO	matlimpeza
*VASSOURA PROEZA LINDONA 12X1 VS38/3P	matlimpeza
DESINFETANTE GEO PINHO 6 X 2L	matlimpeza
AMACIANTE PROEZA 6X2LT.SENSACAO(ROSA)	matlimpeza
*DETERGENTE PROEZA 24X500ML COCO	matlimpeza
BIO LIXO ROLO 015 LT C/10X100	matlimpeza
LIMP SANIT PATO LAVANDA PAST 3X1 UN0001UN	matlimpeza
Envelope Aromatico 30g Pitanga	matlimpeza
534 - DESINFETANTE NEW KIM EUCALIPTO 3 X 5 LTS Tot. Tributos R$ 71,85	matlimpeza
TERRA MADRE PERFUME PARA INTERIORES 250 ML	matlimpeza
AMACIANTE MINUANO LILAS 2L CX 6	matlimpeza
REFIL P/RODO ABSORVENTE(MOP) 27CM ECCOFE	matlimpeza
099.10.17.005 STRAIK ELETRIK REFIL 12H -6X20 - 1	matlimpeza
LIMP Q.BOA M.USO TRAD.12X500ML CX0012UN	matlimpeza
VASSOURAS DE PIAÇAVA NR. 4	matlimpeza
ESPONJA DUPLA FACE 3M	matlimpeza
DET.LIQ.YPE CLEAR CXA 1 X 24 500ML	matlimpeza
SACO DE LIXO 60 LTS RF 1	matlimpeza
AMAC.ROUPA BABY SOFT T.ALEGRIA AMA. CXA 1 X 6 2L	matlimpeza
AMAC COMFORT 500ML CONC ORIG AZUL SACHE*	matlimpeza
DT LQ ROUPA COCO UFE	matlimpeza
SACO P/ LIXO LEVFORT EM ROLO 015L AZ 12X40X1	matlimpeza
SACO LIXO LIXOPLAS PTO 100LT 5UN (UN) UN/0001	matlimpeza
INSET MORTEIN NEOCID PO 50G PT/0012	matlimpeza
ITAJA ALCOOL 70% 1L	matlimpeza
Cabo aluminio 1,00mm com furo Verde	matlimpeza
AMACIANTE DE ROUPAS ACONCHEGO CX 6X2L	matlimpeza
(605) Escova Novica Engraxate 1x24	matlimpeza
RENOVADOR DE LENCOIS 200ML - CALENDULA LOTE: 1615	matlimpeza
Vassourao Madeira 375 x 65mm C/Cabo	matlimpeza
THERACNE SAB.BARRA 80G LP:S	matlimpeza
PALHA DE ACO N. 00/01/02	matlimpeza
AGUA SANITARIA Q BOA 1LT 01X1	matlimpeza
ESSENCIA PARA DIFUSOR VERBENA 210ML	matlimpeza
DIFUSOR DE AMBIENTE ALCHEMIA CASA EDICAO LIMI	matlimpeza
PPI FLORESTA 200 ML	matlimpeza
AMACIANTE USELIMP AZUL 5L	matlimpeza
INSET MORTEIN 300ML AÇAÕ TOTAL	matlimpeza
AMAC MINUANO CONCENTRADO 500ML CARINHO (6 UN)	matlimpeza
LAVA LOUCAS LIQ YPE MACA FRASCO 24X500ML EMB C/6	matlimpeza
SACO LIXO 40L PT LIMP BAG 1X100 - UND	matlimpeza
OLEO DE ROSA MOSQUETA 100ML	matlimpeza
ESCOVA DE LAVAR 440X90	matlimpeza
PURO AR MULTIUSO 360ML PETALAS DE ROSA 12UN	matlimpeza
LIMP VEJA 500ML VIDREX CRIST REC SACHE	matlimpeza
AROMATIZADOR DE AMBIENTE ALCHEMIA CASA EDICAO	matlimpeza
LIMPADOR PISO EXTRA FORTE - DURATTO	matlimpeza
AGUA SANITARIA SUPER BOA 1L 01X1	matlimpeza
NEUTRALIZADOR DE ODORES BRIOSOL FLORAL 5L	matlimpeza
VASSOURA P/LIMPAR VASO	matlimpeza
DETERTOP DETERGENTE NEUTRO 1X10 3X5L	matlimpeza
AMAC AMACITEL 500ML CONC BRISE	matlimpeza
SABAO EM PASTA PERF 18X500GR	matlimpeza
ESSENCIA PARA DIFUSOR YLANG YLANG 210ML	matlimpeza
PITANGA 500 ML	matlimpeza
VASSOURA PIACANIL C/CABO OESTE 12X1UN	matlimpeza
SECANTE CLEAN SEC 366 5 L	matlimpeza
SODA CAUSTICA KAVEIRA POTE 1 KG CX/0012	matlimpeza
ESPONJA DE LA DE ACO ZUPP FARDINHO (14X08UN)	matlimpeza
RODO E.V.A 40 CM C/ CABO 1X12 UN VALLE	matlimpeza
LV AUTOS COM BRILHO	matlimpeza
RODO DE ALUMINIO 60CM TROCA REFIL K.I.K	matlimpeza
SACO P/ LIXO 100 LTS 75X90 RF PT 3,5	matlimpeza
SABAO PO SURF ROSA FL LIZ SH 16X1KG FD0016UN	matlimpeza
LIMP VEJA 500ML VIDREX PULV LAV C/ALCOOL	matlimpeza
LIMPADOR PERFUMADO CAMPESTRE CX 12X 500 ML	matlimpeza
SABAO PO BRILHANTE FRESH SACHET 1 KG FD/0016	matlimpeza
AMACIANTE YPE TERNURA ROSA 500ML CX/0024/UN	matlimpeza
Sache Perf.(pote/tampa dourada) Alecrim	matlimpeza
ESPANADOR CHENILLE ONÇA	matlimpeza
LIMPA PEDRA MAX PEDRA MAX 1000 3X5LTS	matlimpeza
1915827 ST DIFUSOR LAVANDA	matlimpeza
DESINF POLITRIZ 500ML ALFAZEMA	matlimpeza
LIMPADOR PERF GEO FLORES DA PRIMAVERA 12X1L	matlimpeza
GL SENS CAR M CAM	matlimpeza
ALVEJANTE BRILHANTE FRESH 12X1LT CX0012UN	matlimpeza
LIMP M USO QBOA TRADICIONAL 12X500 ML	matlimpeza
LIMP CIF VIDROS AP 500ML	matlimpeza
| NAFTALINA LEVE BRISA 25G	matlimpeza
LIMP PRATICE LIMP PES LIMAO 12X500ML	matlimpeza
RODO DE CHAO 30CM ONCA 80724-11	matlimpeza
REPELENTE REPELEX LIQ CITRONELA 1X100ML R62122	matlimpeza
REMOBRILL 2X5LT	matlimpeza
| AGUA SANITARIA 1 LT BIG BAO	matlimpeza
SACO ALVEJADO PADRAO COPAS 46X72	matlimpeza
GLADE 12ML AMOR MAE 9053 BOMBRIL	matlimpeza
Aromatizante Ambiente	matlimpeza
SEGREDOS DA FLORESTA POUT POURRI	matlimpeza
INSET OFF KIDS REP 117ML LOCAO(E)	matlimpeza
LIMP VEJA X-14 BANHEIRO SC 500ML CX/0024	matlimpeza
DIFUSOR PARA AMBIENTE HYDRANGEA 230 ML	matlimpeza
SACO PARA LIXO TOP ECONOMICO40 LTS-	matlimpeza
GLADE ASPORT MCAMPO 7ML RFJOHNS	matlimpeza
RODO 40CM SILICONE S/VERNIZ	matlimpeza
DESINF.PINHO BRIL PLUS CXA 1 X 12 500ML	matlimpeza
TIRA MANCHA SPRAY 150ML 306 SEMORI	matlimpeza
VASSOURA GARI 40 CM CEDARANA ESTREITA	matlimpeza
SABAO EM PO SURF HORTENCIAS E FLORES BR 500 GR	matlimpeza
DESINF.PINHO TROP PINHO MENTA 500ML CX0012UN	matlimpeza
RODO BETTANIN PUSCH 48CM	matlimpeza
OMO PO T MANC SUP ROUPAS BR REF 24X420G	matlimpeza
SACO PARA LIXO TOP ECONOMICO 40 LTS CX/12UN	matlimpeza
AMACIANTE LIQ. CONCENTRADO AZUL 12X500ML	matlimpeza
SIMON NONIL FENOL 95 RENEX	matlimpeza
7894564071902 Kit 2 Panos de Copa Allegro Coruja	matlimpeza
S.PE.Papa Lixo Azul Em Rolos C/.100 Lts.	matlimpeza
SACO LIXO EMBALIXO PIA E BANHEIRO 38X40 C/50	matlimpeza
REPEL AGE LOCAO 200ML	matlimpeza
ESCOVA REMOVER PELO HUDSON	matlimpeza
VASSOURA P/ GRAMA COM CABO AZUL	matlimpeza
OLEO LUBRIFICANTE	matlimpeza
Perfume p/ Ambientes Acquaroma 500ml VerbenaLimao Siciliano	matlimpeza
PURIF AR GLADE AERO N FRESH 360ML UN/0001/UN	matlimpeza
PASTA P/POLIMENTO 21G ECCOFER	matlimpeza
PANO MULTIUSO AZUL ROLO 30 CM X 300 MTS	matlimpeza
LIMPADOR MULTIUSO-500ML.	matlimpeza
ESPONJA CONDOR MULT AUTO 1X1 1530 91011	matlimpeza
LIMP CASA E PERF SENSAZION VERM 12X1LT	matlimpeza
ALVEJANTE EXTRA LIMPO 2L UNIDADE	matlimpeza
005390-SACOS PP 9X13X0,010	matlimpeza
DETERG LIQ MINUANO 500ML COCO (24 UN)	matlimpeza
REFIL MOP PVA 27CM AZ - KALA	matlimpeza
VASSOURA CERTA BETTANIN	matlimpeza
AKB MATA MATO 100ML	matlimpeza
PR SBP EUC L450P300	matlimpeza
PINHO BRIL 500ML BRISA DO MAR	matlimpeza
SABAO PO TIXAN 1KG PRIMAVERA	matlimpeza
ANTI TRACAS PARMARIOGAVETA LINT	matlimpeza
SABAO PO MINUANO ACAO PROF.24X500GR CX0024UN	matlimpeza
FLANELA CASA E COPA LARANJA 30X50 PC/12	matlimpeza
*ESPONJA PROEZA MULTIUSO LV3 PG2 60X3	matlimpeza
P. PRATO BAINHA GLITER 43X63 - CASA & COPA - 10X1	matlimpeza
PALHA DE ACO ASSOLAN N.1 20X1 (8) PT0020UN	matlimpeza
SACO P/ LIXO PATO LIMPO 30LT AZUL	matlimpeza
Superlimpo 10%	matlimpeza
ESPONJA ACO BOMBRIL 14X8UN	matlimpeza
AROMATIZANTE VEIC60G PLAY AUTOSHIN	matlimpeza
GLIFOSATO AKB 1LT	matlimpeza
SABAO BARRA GEO 150GR 100% COCO	matlimpeza
SPRAY PARA AMBIENTE PEONY-608666691442	matlimpeza
GPM 500 SUPER ATIVADO 50 LT	matlimpeza
INSET BAYGON AERO ACAO TOTAL L450P300ML UN/0001/UN	matlimpeza
ODORIZ.PURO AR 12ML MINI REFIL CRAVO E CANELA	matlimpeza
1896300 ST DIFUSOR CAPIM LIMAO	matlimpeza
LIMP CASAFLOR PERF 500ML FLORAL	matlimpeza
NUGGET LIQUIDO PRETA 60 ML GT33% CX/0012	matlimpeza
AMACIANTE MON BIJOU AZUL PUREZA 2LTS CX/0006/UN	matlimpeza
AMACIANTE USELIMP BRANCO 3X5L	matlimpeza
