text	cosmetics	cleaning	food
*PEDRA SANIT.PROEZA 12X25G LAVANDA	0	1	0
Aromatizante 500 ml Lavanda	0	1	0
DIAMOND ACI ACII	0	1	0
ESCOVA DE ROUPA PLASTICA	0	1	0
DESINFETANTE EXTRA LIMPO EUCALIPTO 6 X 2 LITROS	0	1	0
AMAC YPE ACONCHEGO AZUL 500 ML CX/0024	0	1	0
Sache Perf.(pote/tampa dourada) Pitanga	0	1	0
EVITA-MOFO SECAR FRL 180G	0	1	0
flanela 40x60	0	1	0
T.GORD A SECO SEM150	0	1	0
ALCOOL SOL 1LT 92% CX/0012	0	1	0
BAYGON AC TOT BARATA EUCAL 300ML 642193	0	1	0
VEJA MULT USO 500 ML ORIGINAL	0	1	0
Esponja P Banho Soft Ref. 8386 Limp. Pro Marco Boni UN	0	1	0
BIG BAO - SANIT. P/ USO GERAL - MIND - 12x 1 L	0	1	0
SACO P/ LIXO 20 LTS FRD 100X1 BC	0	1	0
LIMPA VIDRO USEL EMB AZUL 12X500ML	0	1	0
P.UTI.PULVERIZADOR 580 ML(4861)	0	1	0
DESINF.ZUPP FRESCOR MARINE (CX 6X2L)	0	1	0
FLANELA DE LIMP.COPALIMPA BCA 40X60 DZ0012UN	0	1	0
GLADE TEF LAVANDA AP 12ML 662713	0	1	0
HARPIC UL CL GEL LAV	0	1	0
ALKLIN VASSOURA VARRE-KANTO COM CABO CX/12	0	1	0
4496930 ST JG COZINHA 3 PCS MAGN	0	1	0
LIMPADOR 710ML SIMPLE GREEN	0	1	0
SABAO BARRA PODER DESENGORDURANTE 50x200	0	1	0
VERBENA SACHET ENVELOPE 90 GR	0	1	0
OMO LIQ T MANC SUPER ROUP COLORIDAS 6X1L	0	1	0
GEL ANTI-SEPTICO HID MAOS 53G (NEXCARE)	0	1	0
SABAO PASTA GEO 18X500GR CX0018UN	0	1	0
INDICADOR QUIMICO - PACOTE C/ 10 KITS DE 25 UNIDADES	0	1	0
LA ACO Q LUSTRO 1120 FDO 10 X 14 60G	0	1	0
4472560 ST ESPANADOR DE PENA	0	1	0
ESPONJA S.UNHAS REDONDA LIMPPANO 60X1	0	1	0
DESINF.KALIPTO LAVANDA CXA 1 X 6 2L	0	1	0
PERFEX - PANO MULTI USO	0	1	0
FS DESINF.KALIPTO EUCALITPO 5LT UN0001UN	0	1	0
SACHÊ PERFUMADO/CAPIM LIMÃO -	0	1	0
LYSOFORM BRUTO SUAVE 1LT	0	1	0
LAVA ROUPAS PO (CT) ARIEL 1KG ESPUMA- 179396	0	1	0
DETERGENTE EM PO COMBATE PCT 3X5KG	0	1	0
RAID ACAO TOTAL AER 300ML 629980	0	1	0
REFIL DE SILICONE 50CM	0	1	0
DIFUSOR DE AROMAS LAVANDA VERDE VIVO 230ML	0	1	0
PEDRA SANITARIA QVIDA LAVANDA 48X35G.	0	1	0
ESPANADOR SHANGRI-LA PENA N.40 UN0001UN	0	1	0
OLEO DE ROSA MOSQUETA 100 ML	0	1	0
LIMPA AZULEJOS AZULIM 1L	0	1	0
HIDRO FILL 300 CITRICO 06X02 LITROS	0	1	0
SABAO BARRA UNIT YPE COM COCO TOQUE AVEIA FILME PE 50X200G	0	1	0
ALECRIM E CAPIM LIMAO PPI	0	1	0
PROVENCE 200 ML	0	1	0
AMAC DOWNY 500ML CONC AMANH TROP AM	0	1	0
VASSOURA ESFREGAO NYLONC CABO	0	1	0
FORMICIDA PO 40 ROSA IMBATIVEL 20KG (20X1KG)	0	1	0
PURIF GLADE LEMB INFANTIL AERO 360 ML UN/0001	0	1	0
4507 - INCENSO STICKS CABOCLOS DURGA, ACONDICIONAMENTO: 08 PALITOS COMPRIDOS X 25 PACOTES X 36 CAIXAS = 1 CAIXA - REGIST	0	1	0
SABAO PO ARIEL SELECAO 500G	0	1	0
AEROSOL PPI PROVENCE 250 ML	0	1	0
SABAO PO INVICTO MACIEZ 500 GR CX/0024	0	1	0
*SACO P/LIXO PROEZA 30LT 25X10X1 PAP/AZU	0	1	0
FENDONA 6 SC 1 LT	0	1	0
MULT JOB 02X05 LITROS	0	1	0
SUPERNET TR	0	1	0
AGUA PASSAR LAVANDA INGLESA 1 L DIVERSAS .	0	1	0
LIMPA TELA RELIZA CX 24 UN.	0	1	0
OMO MULTIAC DT PO 3X2KG+VIM CLORO ADT	0	1	0
ESFREGAO ALGODAO PLUS MOP PB 80729-R-10	0	1	0
LIMP VEJA 900ML USO DIRETO ORIG	0	1	0
REPEL.OFF REFRESH 117ML	0	1	0
AMAC. YPE ACONCHEGO 24X500ML	0	1	0
SABAO PO TIXAN PRIMAVERA 2 KG UN/0001	0	1	0
SABAO KRA-KRA C/GLIC.AMARELO 100X200GR	0	1	0
INSET RAID 45 NOITES REFIL GRATIS APAR UN/0001/UN	0	1	0
AMAC.ROUPA MON BIJOU NATUREZA VERDE CXA 1 X 6 2L	0	1	0
G-FOOD 101DETERGENTE4X5 LTS	0	1	0
VASS D-10 PELO MADEIRA	0	1	0
DETERGENTE GEO CLEAR 24 X 500ML	0	1	0
CLORO VIDA ALVEJ 1LI FRESH	0	1	0
GALA PLUS	0	1	0
Provador Acquaroma 60ml - Linha Gourmet	0	1	0
JOGO DE FLA RAINHA 38X58 (BR) C/12 UN}	0	1	0
RODO DE PLASTICO 30CM	0	1	0
ESPANADOR DE TETO	0	1	0
AM FOFO CHERINHO DE BEBE RS 2LT CX0006UN	0	1	0
FLANELA 30X40 BRANCA	0	1	0
BRIOSOL MULTI-USO (500ML)	0	1	0
SACO P/ LIXO REFORÇADO RECICLADO	0	1	0
LIMPIM LIMPA PORCELANATO USEL 6X2LT	0	1	0
ALKLIN FLANELA 38X58 G COLORS FD/24	0	1	0
ESCOVA ACO 4 FILCABO MADDISMA	0	1	0
DESINF PINHO SOL 500ML MAR TROPICAL	0	1	0
ESSENCIA PARA DIFUSOR FLORESTA 210ML	0	1	0
DET LIQ ARIEL 3LI 7SOLUC TOQUE AMAC	0	1	0
DIFUSOR P/ AMBIENTE 200 ML/CAPIM LIMÃO - 7898601640045	0	1	0
- SABAO LIQUIDO NEW KIM COCO 3X 5 LTS Tot. Tributos R$ 308,52	0	1	0
DETERGENTE BRIOLIM AGRESTE (4X5L)	0	1	0
Aromatizante 240 ml Buque de Vanilla	0	1	0
SACO LIXO 100 LTS PRETO4 KG GOIAS PLASTICOS	0	1	0
PINHO BRIL 500ML CAMPOS DE LAVANDA	0	1	0
RODO INCAVAS 30CM ESPUMADO C/CABO	0	1	0
RODO DUPLO DE AL CA 30 CM	0	1	0
MATA BARATAS TORPEDO - 6 X 300 ML	0	1	0
LAVA ROUPAS LIQUIDO MINUANO MACIEZ FLORAL	0	1	0
| LA DE ACO Q LUSTRO 8 UN	0	1	0
ÁGUA SANITÁRIA Q BOA ORIGINAL 03X5000ML	0	1	0
IMBATHRINE IMIDA IMBATIVEL 100ce 1L (cx 12un)	0	1	0
Aromatizante de Ambiente 30 ml no. 47	0	1	0
DETERG YPE LIQ MACA 500 ML CX/0024	0	1	0
SACO P/ LIXO 20L 40CMX49CM PR	0	1	0
ESCOVA MESA VARREMESA BETTANIN	0	1	0
Aromatizante 240 ml Pomar de Amores	0	1	0
PALHA ACO ACOBOM/TOPBRILHO 0 PCT 20	0	1	0
MULTIUSO PURO 360ML CITRUS	0	1	0
LIMP CASA PERF 500ML AGRADABLE	0	1	0
FLANELA LIMPEZA CASA COPA 30X40CM	0	1	0
BAYGON LIQUIDO ACAO TOTAL 500ML 611778	0	1	0
AMAC URCA FLORAL 2L	0	1	0
FACIGOL 30 VERM 50LT C-VAS	0	1	0
TESTER FRAG DIFFUSER GARDEN 120ML	0	1	0
AMACIANTE COMFORT CLASSIC 5LT UN/0001/UN	0	1	0
FLANELA LARANJA 30X40	0	1	0
AROMATIZANTE SACHET POLO	0	1	0
SABAO PDC YPE FRESH CXA 1 X 10 5X200G	0	1	0
DETERG PO TIXAN 1KG FLORE RADI (20 UN)	0	1	0
REFIL DE RODO PARA LIMPEZA GERAL DE USO DOMESTICO	0	1	0
*SACO P/LIXO PROEZA 50 LTS 25X10X1 ROLO	0	1	0
AGUA SANITARIA MAIS Q-BOM CX 12X1L	0	1	0
LIMP PERF AZULIM 1LI CARINHO	0	1	0
*SACO P/LIXO PROEZA 50LT. 25X10X1 PRETO	0	1	0
GLADE 12ML AMOR MAE BOMBRIL	0	1	0
LIMP AJAX 2LI FESTA FL LAVANDA	0	1	0
DETERG PO MINUANO 1KG P NATUREZA (20 UN)	0	1	0
*SACO P/LIXO PROEZA 100LTS.25X5X1 PRETO	0	1	0
VASSOURA LIMPEZA EXTERNA ONCA 81010-H-11	0	1	0
RODO PLAST 40CM 86 RODOBEM	0	1	0
ELIM ODORES LAVANDA	0	1	0
DESINF.BUFALO PINHO LAVANDA CXA 1 X 6 2L	0	1	0
CLORO GRANULADO GENCLOR 50KG	0	1	0
REPELENTE CREF45NOITE ELETRIK STR	0	1	0
AGUA PERF. PARA PASSAR ROUPA CAPIM LIMAO 1000ML	0	1	0
MAX REFIL ABSORVENTE 27CM VI-24-R	0	1	0
DESINFETANTE BRIOSOL TALCO (4X5L)	0	1	0
AROMATIZANTE DE AMBIENTE CANTINHO DO BEBE 210ML	0	1	0
REFIL TOP MOP 360° - WORKER	0	1	0
ALKLIN ESCOVA MULTIUSO ANATOMICA DE ROUPA CX/12	0	1	0
PR SBP AUTOM 50DESC	0	1	0
VASSOURA DANESSA BETTANIN	0	1	0
LIMP CASA E PERF.SPECIALE 500ML CX/0012	0	1	0
PASTA ABRASIVA LIMPAR POLIR INOX - TRAMONTINA	0	1	0
Escova de Lavar Mamadeira NUK Twist 2 em 1 | Lotes: 4528183101ba| GTIN: 7896098809563 | FCI: 30ECC79B-C135-457D-8F2F-A	0	1	0
FLANELA PROEZA LARANJA 40X60 12X1	0	1	0
PULVERIZADOR1,5L COMP PREVIA VONDER	0	1	0
2001-016 - ESPONJA DE LA DE ACO DURA BRILHO 44G(10X14X8)	0	1	0
LIMPA TENIS DOMLINE 200ML/130G	0	1	0
LIMP PATO PURIFIC MARINE 500 ML 6486 CX/0012	0	1	0
ALVEJ VANISH 500ML REFIL S/CLORO	0	1	0
INSPIRA CX ACOPLADA F. MONTANHA 12x1	0	1	0
1915843 ST DIFUSOR LAVANDA	0	1	0
MON BIJOU LR COCO500	0	1	0
MULT. 500ML VEJA TRAD.	0	1	0
FLANELA BRANCA 30X50	0	1	0
AROMATIZADOR VEICULO 120 ML - CALENDULA LOTE: 1040	0	1	0
ALVEJANTE EXTRA LIMPO 1L	0	1	0
MOP UMIDO ALG PTA DOBR 340GR NAT REF 1117	0	1	0
AMORA & PITANGA PROVADOR 60 ML	0	1	0
Pastilha adesiva 3 unid Lavanda c/24	0	1	0
AMAC CONC COMFORT ORIG 500ML	0	1	0
0126977 ST REFIL MOP FLASH LIMP	0	1	0
PACK CASAPER L2P1,6	0	1	0
Agua Perfumada 1,1l Magnifica Hortense	0	1	0
REFIL DE SILICONE 1M	0	1	0
SABAO BRILHANTE PO TOQUE MACIEZ SCH 1KG	0	1	0
LAVA ROUPA ARIEL 1LT EMB COM 3 UNI	0	1	0
AM MINUANO ENERGIA VIBRANTE 2LT AM. CX0006UN	0	1	0
PURIF BOM AR 360ML CEDRO LARANJA(E)	0	1	0
CARBONATO DE SODIO LEVE TCN SC25KG	0	1	0
REMOVEDOR FERRUGEM 250ML - WORKER	0	1	0
REMOVEDOR MAX 5 LT	0	1	0
PATO LIMPADOR CREMOS	0	1	0
ESCOVA DE BANHEIRO CX48	0	1	0
VASSOURA PIACABA N.3 SUPER LIMP	0	1	0
PALHA DE ACO N1	0	1	0
Perfume para Ambientes Acquaroma Dia a Dia 200ml Alecrim	0	1	0
SACHE ODORIZANTE GREENLEAF SLIM/MD JASMINE.	0	1	0
ALGICIDA DE CHOQUE 1 LITRO	0	1	0
PANO LIMPPANO FURATTO C/5 1X1 AZUL	0	1	0
G-LAV 02 - DETALCALINO CONCCOMPLETO 50KG PLUS	0	1	0
GLADE TEF LEMB INFANCIA AP 12ML 662715	0	1	0
RAID ELETRICO 45N REF GRATIS AP	0	1	0
Sache Perfumado p/ Carros Acquroma Floresta Brasil (Display c/ 40 und)	0	1	0
FLORESTA REFIL DIFUSOR 180 ML	0	1	0
DT PO TIXAN PRI 1KG	0	1	0
VASSOURA PLASTI 26D TMT 77855/761-C/CABO	0	1	0
LIMPA CHAPAS PROF BB5LT	0	1	0
KIT ESCOVA + PA (PCT C/12PCS)	0	1	0
CARBONATO DE SODIO BARRILHA 25KG	0	1	0
RODO PUSH 52CM BETTANIN	0	1	0
KELLMICIDA PO 200 1KG	0	1	0
SODA CAUSTICA TROVAO POTE 1KG	0	1	0
LIMPA AZULEJO	0	1	0
INSET OFF FAMILY REP 165ML AERO(E)	0	1	0
ALECRIM & CAPIM LIMAO DIFUSOR DE ESSENCIAS 120 ML	0	1	0
AMACIANTE ZUPP TOQUE SENSUAL (CX 6X2L)	0	1	0
DET PO ARIEL 1KG SOLUC TTAL	0	1	0
Difusor Varetas Acquaroma Dia a Dia 200ml Patchouli	0	1	0
BARRILHA LEVE-L:	0	1	0
DETERG LIQ MINUANO 500ML FRESH (24 UN)	0	1	0
MULTIUSO TRAD.500ML ZUPP	0	1	0
LAVA ROUPAS ARIEL TOQUE AMAC 1LT (12 UN)	0	1	0
DET MINUANO LIQ MACA 24X500ML CX0024UN	0	1	0
ESPANADOR SINTETICO G	0	1	0
MULTI USO WORKER 12 X 500ML	0	1	0
DOMCLOR CLORO GRANULADO 1X10KG	0	1	0
ESSENCIA DE EUCALIPTO 100ML C/1	0	1	0
LIMP M-USO YPE CLASSICO 500ML	0	1	0
REPEL REPELEX SPRAY FAMILY CITRONELA 100ML	0	1	0
SACO P/LIXO VALOR PIA E BANHEIRO 12X30X1 34CMX40CM	0	1	0
(570) Esc Sanitaria Sanilux s/supor 1x36	0	1	0
INSET AERO SBP MULTI EUCALIPTO 6X300ML R2498	0	1	0
SABAO PO YPE PREMIUM TQ.AM.20X1.100KG CX0020UN	0	1	0
AROMATIZANTE MALCO NEW CAR ODOR ELIMINATOR 4-3.785 L	0	1	0
AGUA SANITARIA 2 LITROS 6X2 EXTRA LIMPO	0	1	0
CHAPEX LIMPA CHAPA PROFISIONAL 1X5 3X5L	0	1	0
LIMP SANIT PATO PURIFIC LAVAN.500ML CX0012UN	0	1	0
Perfume p/ Ambientes Acquaroma 1,15L Topazio	0	1	0
SANITE (Alcalino Clorado) 5 Lts	0	1	0
LIMPADOR PERFUMADO 5L. CONCENT.120 MULTI NOBRE LAVANDA.	0	1	0
DIFUSOR DE AROMAS ROMA E MACA DO AMOR VERDE VIVO 30ML-PROVADOR	0	1	0
Perfume para Ambientes Acquaroma Dia a Dia 60ml Provence	0	1	0
ESPONJA 3M SCOTCH-BRITE INOX	0	1	0
ESCOVA SANITARIA C/SUPORTE RF:ED-5198/27	0	1	0
RODO DUPLO DE AL CA 80 CM CL B	0	1	0
LAVA ROUPAS PO BREEZE SACHE 18X1KG	0	1	0
SACO LIXO PRETO 100X60LT	0	1	0
Outras Escovas Mop	0	1	0
AMAC.ROUPA URCA TERNURA 127 UND 1 X 1 2L	0	1	0
KIT LUBRIFICACAO GAS	0	1	0
INCENSO EDICAO ESPECIAL - BREU BRANCO (PACOTE COM 5 UNIDADES)-	0	1	0
PANO ALVEJADO OV LT 1 ESTAMPADO100%ALGODAO 38cmX60cm DIVERSOS	0	1	0
DETERG LIQ YPE CLEAR 500ML CX/0024/UN	0	1	0
PURIF.NO AR AER.FRESCOR CHUVA 360ML UN0001UN	0	1	0
DESINF.PINHO SOL ORIGINAL 12X1LT CX0012UN	0	1	0
O KBAO - AGUA SANITARIA - PLUS - 12 x 1 L	0	1	0
DESINF.YPE BAK LAVANDA LEIT.12X500ML CX0012UN	0	1	0
SACO LIXO IDEAL PLUS 15L PCT AZUL PCT 1 X 1 20UND	0	1	0
DET.PO OMO MULTI ACAO CXT CXA 1 X 20 1KG	0	1	0
Escova NUK de Lavar Mamadeira 2 em 1 | Lotes: 358085| GTIN: 4008600149095 | FCI: E6D303B6-F8A0-4A0D-82D1-426BBCF8BF3E	0	1	0
SACO LIXO AZUL 40 LTS1 KG	0	1	0
MATABICHEIRA F.DODGE 500ML	0	1	0
PASS COMFORT REFIL FACILITADOR 500 ML	0	1	0
CABO VASS 1,40 PLAST PONT C/ ALCA E C/ ROSCA	0	1	0
PANO DE CHAO ALVEJADO	0	1	0
ESPONJA MULTMICROFFRUTS FLASH	0	1	0
SABAO QUAD MINUANO DESEN 200GR 10X5 CX0050UN	0	1	0
NUGGET PASTA PRETO 36G DP/0012/UN	0	1	0
LYSOFORM SPRAY FRESH 300ML-BOM BRIL	0	1	0
LIMP SAN HARPIC LIQ MARINE 500ML UN/0001	0	1	0
BARATICIDA GEL IMBATIVEL (cx 36un)	0	1	0
AMAC COMFORT CONC LAVANDA 500ML	0	1	0
DET LIQ MINUANO 500ML MACA	0	1	0
SABAO PO SURF 1KG LAV FL CEREJA SACH	0	1	0
AMAC AMACITEL 2LI TQ DE POESIA AZ	0	1	0
AROMATIZANTE AMBIENTE CANELA	0	1	0
CARREFOUR FLANELA G 38X58 100% ALGODAO FD/24	0	1	0
AMACIANTE QBOA CARINHO 2L	0	1	0
INSET.BARRAGE CYANAMID 30X20ML CX0030UN	0	1	0
Lava Roupas Liquido Carrefour MaxPremium 3L	0	1	0
PEDRA SAN HARPIC PINHO 25G	0	1	0
SABAO PO TIXAN MACIEZ SACHET 1 KG FD/0020	0	1	0
VASSOURA GARI PIAÇAVA 60 CM	0	1	0
TIRA MANCHA 100ML VANTAGE BOMBRIL	0	1	0
LIMPADORP/CERAMICASCXC/4BOMB.DE5L	0	1	0
0372951 ST MOP LIMPEZA GERAL FLA	0	1	0
BRILHANTE ALVEJ FLORAL 6X2LT	0	1	0
ESCOVA COM CABO RB 80288-09	0	1	0
DET.LIQ.LIMPOL CRISTAL UND 1 X 1 5L	0	1	0
AMACIANTE G5 CHEIRINHO DE BEBE 6X2L	0	1	0
MULTIUSO GEO ORIGINAL 12 X 500ML	0	1	0
SABAO BARRA MINUANO VERDE DESENG 200 GR CX/0050	0	1	0
VASSOURA CARPETE PLAST C/CAPA	0	1	0
Perfume p/ Ambientes Acquaroma 500ml Baunilha	0	1	0
AMAC MON BIJOU 2L MAGIA AMAR CX 6	0	1	0
ESCOVA DE PLAST.P.LIMPEZA.REF.	0	1	0
AMAC MON BIJOU 2L HARMONIA (6 UN)	0	1	0
MULTIUSO PURO 360ML BAUNILHA	0	1	0
SABAO PROEZA GLIC.EXTRA 100X200GR.AMARE	0	1	0
SACO P/ LIXO 40 LTS 100X1 PT	0	1	0
REFIL ESPANADOR CHENILLE MARROM	0	1	0
FLANELA COPALIMPA BRANCA 40X60 FD/0012/UN	0	1	0
9554556 ST JG COZINHA 3 PCS PRET	0	1	0
AMAC. YPE ACONCHEGO 04X5000ML	0	1	0
LIMPA CARPETE DILUICAO 1/5 5L	0	1	0
DESINF.ALVEJ.Q.BOA LAVANDA 12X1LT CX0012UN	0	1	0
MR MUSC MULTI USO ORIG 500ML 643774	0	1	0
PPI MURU MURU 1100 ML	0	1	0
DET.LIQ.YPE COCO PCT 1 X 6 500ML	0	1	0
MATABICHEIRA CEVA 500 ML	0	1	0
SABAO PO TIXAN 500GR PRIMAVERA	0	1	0
SACO LIXO LIXOPLAS PTO 15LT 20 UN CX/0025	0	1	0
DETERGENTE LIQ.SUPERBOM 24X500ML CLEAR	0	1	0
vassoura pelo D-10	0	1	0
SACO LIXO LIXOPLAS PRETO 15LI 20UN	0	1	0
EVITA MOFO FLORAL INSPIRA 230G 12x1	0	1	0
ALVEJ Q BOA LAVANDA 1L	0	1	0
LAVA LOUCAS EM PO U.CLASS POTE 12X400GR	0	1	0
RAID PR DISP 20X12PAST (L12P10)	0	1	0
DETERLAV DETERGENTE EM PO USELIMP 30KG	0	1	0
INSET.RAID 48HS APAR.PAST.REF.609086 UN0001UN	0	1	0
ESFREGAO PLASTICO	0	1	0
ELEVADOR DE PH 15X2KG	0	1	0
ESPONJA BANHO PONJITA 3M ROSA L24P22	0	1	0
LIMP M USO Q-BOA TRADICIONAL 500ML CX/0012	0	1	0
AROMATIZANTE CONC. 1/20 CONFORTRANS 5L	0	1	0
SUPER TRATAMENTO SEMANAL 400 GRAMAS	0	1	0
PURIF BOM AR 250ML REFIL FRESHWATER	0	1	0
MULTPORCELANATO 02X05 LITROS	0	1	0
ODORIZANTE CAR-FRESHNER BLACK ICE	0	1	0
HAND BLUE PROLIM 800 ML C COLMEIA	0	1	0
AMAC KI-JOIA PRIMAVERA 2LT UND QTD. 1.00 UN	0	1	0
PATO PURIF BL LAVANDA RF 35G 66740	0	1	0
SIM DET PO LAVANDA SCH 24X500G	0	1	0
DIFUSOR PARA AMBIENTE ROSAS 310ML	0	1	0
SUMAMACH L2 5 L	0	1	0
VASSOURA DE PELO - 40 CM	0	1	0
LIMPADOR PERFUMADO 5L. CONCENT.120 MULTI NOBRE ECO	0	1	0
AROMA PARA AMBIENTE OSKLEN	0	1	0
4311949 ST JG COZINHA 3 PC LT VD	0	1	0
DET.DESINC.ALCALINO G200 BB 50LTS	0	1	0
SABAO PO ARIEL 1KG BRASIL 01X1 7 SOL (20 UND)	0	1	0
DESINF PINHO PLUS GARDENIA 1,750 ML CX/0006	0	1	0
RODINHO PIA 16CM CSUPORTE PLASUTIL	0	1	0
ALCOOL ITAJA COMUM 1X1UN QTD. 240.00 UN	0	1	0
ESSENCIA CONCENTRADA ALECRIM	0	1	0
LIMPOL MAQ LAVAR TAB	0	1	0
Pasta p/limpeza a Seco 500g. LIMPTEK	0	1	0
GLIFOSATO 48 ATANOR 01L	0	1	0
LIQUIDO HIDRAT REVIT COURO GOLDCLASS 399ML MEGUIAR	0	1	0
LIMPADOR REJUNTE 500ML DURATTO	0	1	0
HIGIENIZAÇÃO LIQUIDO A/C	0	1	0
Rodo Plastico s/ cabo 45cm Amarelo	0	1	0
SABAO PO TIXAN MACIEZ 24X500GR CX0024UN	0	1	0
PROVADOR CUPUACU & CASTANHA DO BRASIL 10 G	0	1	0
DESINF.BUFALO LAVANDA CXA 1 X 6 2L	0	1	0
Rodo Plastico s/ cabo 55cm Amarelo	0	1	0
RATICIDA PO M7 110G	0	1	0
SACO P/ LIXO 40 LTS FRD 100X1 AZ	0	1	0
SILICON-OFF REMOVEDOR DE SILICONE 200 ML	0	1	0
BRILHA INOX WORKER 12X300ML	0	1	0
AGUA SANIT Q BOA 2LI	0	1	0
LIMPA ALUMINIO MAGIC BRILL CLEAR 500 ML CX/0012	0	1	0
MAX QUATER	0	1	0
AROMA DE AMBIENTE OSKLEN	0	1	0
AM CARNE KITANO C/TEMP 120GR R.15642 CX0024UN	0	1	0
DET. LIMPOL CRISTAL 24X500ML	0	1	0
PULVERIZADOR GUARANY EXPORT VERTICAL UN/0001	0	1	0
TESTER DIFUSOR SPA GOLD DOMANI	0	1	0
DT LQ MINUANO NEU500	0	1	0
ULTRA FRESH MULTIUSO 360ML VINOLIA	0	1	0
AMAC MON BIJOU 2LI PFAC HARMONIA RSA	0	1	0
AVENE SERENAGE SERUM 30ML	0	1	0
RODO DE MADEIRA 50CM PARAFUSADO K.I.K	0	1	0
ESCOVA CX	0	1	0
ASTRO RATO 06X01KG	0	1	0
SACO P/ LIXO ARO BIO 3X 030 C/20	0	1	0
RODO E.V.A 40 CM C/C VALLE 1X12 UN	0	1	0
PURO AR MULTIUSO 360ML BAMBOO	0	1	0
SACO P/LIXO 60 LT PRETO(100X1)	0	1	0
ESFREGA CHAO CONDOR RCP 12X1 CX0012UN	0	1	0
RENOVADOR CAFÉ	0	1	0
PANO LIMPEZA COPALIMPA LISO 68X40	0	1	0
CABO ALUMINIO 80CM C/ MAN/PONT. CP080 BRALIMPIA -	0	1	0
SACHE PERFUMADO ALCHEMIA CASA:20g:Oliva	0	1	0
VASSOURA PELO SINT 40 CM	0	1	0
LIMPA ALUM ALUMIL LIMAO 500ML CX/24	0	1	0
ESCOVA SAPATO N1CONDOR	0	1	0
OMO T COMF ORI 1.8K	0	1	0
PALHA DE ACO BOMBRIL N.0 BRILLO 20X1 PT0020UN	0	1	0
SACO DE LIXO 100 LTS RF2 L	0	1	0
REFIL MOP ELETROSTATICA BONA	0	1	0
LX PRETO 200LT 90X110X0,08 1X100 +/- (7,515 KG)	0	1	0
BOINA DF BRANCA NORMAL	0	1	0
INCENSOS IND. PAD.	0	1	0
LIMP CASA PERF 500ML INFANZIA	0	1	0
PURIF.NO AR AER.SEGREDOS DA LUA 360ML UN0001UN	0	1	0
PERFECT 500 MIX FLOWER 06X01 LITRO	0	1	0
DETERGENTE NEUTRO USELIMP 24X500ML	0	1	0
SACO LIXO LEVFORT AZ 10X50LTS CX0025UN	0	1	0
FLANELA 30X40 AMARELO	0	1	0
PANO DE COPA FELPA	0	1	0
Sachet Verbena	0	1	0
1915819 ST DIFUSOR LAVANDA	0	1	0
LIMP VEJA 2LI PERF SENS LAVANDA BEM ESTAR	0	1	0
REFIL P/VASSOURA ALGODAO(MOP)RAE5000 ECC	0	1	0
SABAO BARRA YPE 200GR PERF AZUL MULT	0	1	0
AMAC FOFO 5LI CEU AZUL	0	1	0
SAB PO ASSIM T.ACAO 500G CX/24	0	1	0
AGUA SANITARIA G5 5LTS CX4	0	1	0
Ref.:071469 Kit 2 Panos de Copa Allegro Natal Coruja	0	1	0
Rodo duplo 55cm. s/cabo (base plast.amarelo/espuma preto) NOBRE amarelo	0	1	0
VASSOURA FLOREADA SUPER BELLA C/CABO	0	1	0
DESINF.KALIPTO UND 1 X 1 2L	0	1	0
DET PO ACE 1KG BASICO COCO	0	1	0
SAPONACEO PO ECONOMICO LIMAO 12X300G	0	1	0
CIF BANHEIRO DOYP 12X500ML	0	1	0
AMAC FOFO CH B 500ML	0	1	0
PURIF BOM AR 360ML FLORES JASMIM	0	1	0
NOKALT 40 ML	0	1	0
INSET SBP 270ML AERO M INSET SVE S/CHEIRO	0	1	0
AMAC.ROUPA URCA FLORAL 133 CXA 1 X 2 5L	0	1	0
AGUA SANITARIA	0	1	0
LIMP..MR MUSCULO PERF.LAVANDA UND 1 X 1 500ML	0	1	0
VASSOURA FLORADA SEM CAPA	0	1	0
CONDAC 37% - 2 APLICADORES	0	1	0
SABAO BARRA YPE AZUL UNITARIO 200 GR CX/0050	0	1	0
LV LOUCAS OESTE NEUTRO 24X500ML	0	1	0
| PURIFICADOR DE AR 360ML ULTRAFRESH CAPIM LIMAO	0	1	0
LIMP UAU M USO CLORO 500ML	0	1	0
MAX PLUS 10 SAB. LIQ. P.USO LAV 3X5L	0	1	0
GLADE ASPORT ACQUA 7ML RFJOHNSON	0	1	0
Bloco Sany p/ cx acoplada Pinho cx c/12	0	1	0
RODO DE CHAO GIRASSOL 80724-06	0	1	0
LIMP CASA E PERF.INTUIZIONE 500ML CX/0012	0	1	0
OLEO ESSENCIAL ZUPP PINHO (CX 12X120 ML)	0	1	0
SAB. TIXAN MACIEZ 24X500	0	1	0
AMAC MON BIJOU BABY 2L	0	1	0
MR MUSCULO LIMP PES LAV DES 500ML 645272	0	1	0
SACO PARA LIXO GEO PRETO 50LT 20 X 10 UN	0	1	0
KELLTHION 500 12X1LT	0	1	0
LAVATINA	0	1	0
SAP CR ASS ACQUA FR 24X300ML	0	1	0
DET PO TIXAN 500GR CX MACIEZ	0	1	0
GEL ANTI-SEPTICO HID MAOS 240ML (NEXCARE)	0	1	0
ALVEJ VANISH 500ML WHITE	0	1	0
PURIF BOM AR AERO CHEIRO LIMPEZA 360ML UN/0001	0	1	0
FLANELA COPALIMPA LARANJA 40X60 PT/0012	0	1	0
